1	209.339210	2.824033	451.391980
2	209.303978	2.624753	294.630775
3	209.278722	3.343629	1253.224058
4	209.266040	1.994044	911.045985
5	209.246608	7.756641	338.671653
6	209.223487	1.561511	619.703702
7	154.286830	3.323407	914.616287
8	154.135239	2.837086	2836.400020
9	154.100065	7.592754	883.975580
10	154.097401	7.764459	760.129156
11	154.095543	2.636666	966.367121
12	137.231612	7.475640	1662.651644
13	137.228779	3.329376	726.442835
14	137.166080	7.373746	2068.471363
15	137.145124	2.855432	1393.119725
16	134.850043	7.768083	603.782049
17	134.802873	7.374124	620.924651
18	127.529441	7.478186	2099.331238
19	127.494479	7.598853	427.310177
20	126.937187	3.310727	590.082242
21	126.887103	3.329348	605.642362
22	126.873153	3.343549	501.324772
23	126.835829	2.824057	739.757808
24	126.835499	7.632672	534.462212
25	126.832902	2.859411	1133.664286
26	126.776569	7.374373	2040.050125
27	126.747798	3.363076	861.639257
28	124.037090	7.608444	1011.414987
29	49.090374	2.825862	1695.185805
30	49.048279	1.566862	528.214893
31	49.017677	3.347899	903.985227
32	49.002851	1.029690	19850.792773
33	48.993430	1.994305	1008.728657
34	32.625638	2.647786	1362.395344
35	32.563905	1.569943	977.649530
36	32.543157	7.485906	423.268108
37	32.509439	1.983810	1202.518456
38	24.765254	2.631873	949.994380
39	24.717917	1.029406	9948.477012
40	24.681629	3.342868	294.094154
41	24.664963	2.858069	2134.159419
42	11.922962	1.990672	586.502971
43	11.920299	1.545851	1181.367752
44	11.912311	2.635055	1532.545609
