133.62770	134.13084	1.33389	54196.08934
161.55551	162.01290	0.89801	36486.26226
77.10125	77.41762	9.23711	375305.46161
129.40061	129.75128	1.19537	48568.12808
76.79251	77.10125	9.44186	383624.82892
77.42905	77.73398	8.91553	362239.71416
18.46315	18.76046	2.82185	114652.33086
116.13995	116.39533	0.96418	39174.98341
59.62493	59.87650	2.74979	111724.63988
14.62484	14.87641	2.80131	113817.58303
17.19769	17.40733	2.87347	116749.60933
11.54046	11.73944	1.73318	70419.29803
123.24436	123.44320	1.26424	51366.20261
16.20552	16.32893	2.65538	107888.64091
16.08446	16.20552	2.92630	118896.08212
