77.33909	77.62153	7.63543	649498.91933
76.88490	77.13489	7.27103	618501.64267
77.15266	77.33909	7.26276	617798.91039
127.45911	127.61819	4.01608	341623.23353
126.71191	126.87100	3.85755	328137.84423
32.50094	32.66003	4.27183	363378.24878
24.64735	24.80644	4.20563	357747.27853
137.11466	137.27375	0.80551	68520.11493
154.01073	154.16981	1.11029	94445.73749
48.92566	49.08475	3.92840	334165.21996
134.78763	134.94671	4.01058	341155.80061
209.17432	209.33341	0.84149	71580.63047
123.99733	124.15642	3.71466	315983.41476
11.79682	11.95591	4.06875	346103.82289
