1	1.561792	1.027924	2018.012284
2	1.029845	1.030025	157200.058382
3	1.987152	1.032706	2021.372986
4	4.080140	1.165412	26.394129
5	2.636533	1.558194	6328.490041
6	1.560128	1.558289	1369.533539
7	1.997649	1.558574	11766.159585
8	1.029629	1.560391	2326.143930
9	1.979929	1.987652	863.652470
10	1.555339	1.988003	408.454721
11	2.637185	1.991295	2522.792503
12	1.029667	1.994218	6878.763228
13	1.579167	2.633250	109.695855
14	1.991072	2.634064	241.412693
15	3.345369	2.634121	1397.847535
16	2.841072	2.636071	114.897829
17	2.638047	2.647757	131.444929
18	2.838270	2.841706	308.056732
19	2.636237	2.843101	1354.778330
20	3.337609	2.847414	19891.468218
21	3.341584	3.334880	220.198237
22	2.635663	3.335608	2152.094965
23	2.841129	3.340018	38097.677237
24	-0.054057	4.411192	2178.166260
25	7.597099	7.378579	1798.279260
26	7.766599	7.378735	210.500080
27	7.379171	7.379837	8184.618285
28	7.597154	7.479039	5251.376566
29	7.483088	7.486002	9187.569798
30	7.763634	7.595553	33.751255
31	7.479053	7.595645	629.153516
32	7.380008	7.596293	1518.988471
33	7.595883	7.598425	8660.126265
34	7.763730	7.760856	1978.076278
35	7.599336	7.764371	59.085528
36	7.378785	7.766997	5130.153631	
